"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2165",114.580002,116.25,114.5,115.519997,38670400,113.714467
"2166",116.529999,119.989998,116.529999,119.720001,54951600,117.848827
"2167",117.809998,118.18,113.330002,113.489998,97082800,111.716196
"2168",112.529999,115.419998,109.629997,115.239998,101217500,113.438844
"2169",116.040001,116.400002,114.540001,115.150002,48535800,113.350254
"2170",114.32,116.309998,114.010002,115.959999,42929500,114.147592
"2171",116.040001,117.650002,115.5,117.160004,40884700,115.328841
"2172",116.43,117.440002,116.010002,116.5,34560700,114.679153
"2173",116.099998,116.519997,114.68,115.010002,47445700,113.212443
"2174",114.080002,114.349998,111.629997,112.650002,68501600,110.889328
"2175",110.43,111.900002,105.650002,105.760002,128275500,104.107017
"2176",94.870003,108.800003,92,103.120003,162206300,101.508279
"2177",111.110001,111.110001,103.5,103.739998,103601600,102.118584
"2178",107.089996,109.889999,105.050003,109.690002,96774600,107.975593
"2179",112.230003,113.239998,110.019997,112.919998,84616100,111.155105
"2180",112.169998,113.309998,111.540001,113.290001,53164400,111.519325
"2181",112.029999,114.529999,112,112.760002,56229300,110.99761
"2182",110.150002,111.879997,107.360001,107.720001,76845900,106.036382
"2183",110.230003,112.339996,109.129997,112.339996,61888800,110.584168
"2184",112.489998,112.779999,110.040001,110.370003,53233900,108.644965
"2185",108.970001,110.449997,108.510002,109.269997,49996300,107.562151
"2186",111.75,112.559998,110.32,112.309998,54843600,110.554638
"2187",113.760002,114.019997,109.769997,110.150002,85010800,108.428402
"2188",110.269997,113.279999,109.900002,112.57,62892800,110.810577
"2189",111.790001,114.209999,111.760002,114.209999,49915500,112.424944
"2190",116.580002,116.889999,114.860001,115.309998,58363400,113.50775
"2191",115.93,116.529999,114.419998,116.279999,43341200,114.46259
"2192",116.25,116.540001,115.440002,116.410004,37173500,114.590563
"2193",115.660004,116.489998,113.720001,113.919998,64112600,112.139475
"2194",112.209999,114.300003,111.870003,113.449997,74285300,111.67682
"2195",113.669998,115.370003,113.660004,115.209999,50222000,113.409314
"2196",113.379997,114.18,112.519997,113.400002,50346200,111.627606
"2197",113.629997,114.720001,113.300003,114.32,35756700,112.533225
"2198",113.25,115.5,112.370003,115,50219500,113.202597
"2199",116.440002,116.690002,114.019997,114.709999,56151900,112.917129
"2200",113.849998,114.57,112.440002,112.440002,52109000,110.682611
"2201",112.830002,113.510002,107.860001,109.059998,73365400,107.355435
"2202",110.169998,111.540001,108.730003,110.300003,66473000,108.576059
"2203",109.07,109.620003,107.309998,109.580002,63929100,107.867311
"2204",108.010002,111.010002,107.550003,110.379997,58019800,108.654803
"2205",109.879997,111.370003,109.07,110.779999,52064700,109.048553
"2206",110.629997,111.739998,109.769997,111.309998,48857000,109.570268
"2207",111.739998,111.769997,109.410004,110.779999,46765600,109.048553
"2208",110.190002,110.190002,108.209999,109.5,61979600,107.78856
"2209",110,112.279999,109.489998,112.120003,52766100,110.367613
"2210",112.730003,112.75,111.440002,111.599998,30467200,109.855736
"2211",110.82,112.449997,110.68,111.790001,33049300,110.042769
"2212",111.290001,111.519997,109.559998,110.209999,44462400,108.487462
"2213",110.93,112.099998,110.489998,111.860001,37673500,110.111675
"2214",111.779999,112,110.529999,111.040001,38236300,109.304491
"2215",110.800003,111.75,110.110001,111.730003,29759200,109.983709
"2216",111.339996,114.169998,110.82,113.769997,48967800,111.991818
"2217",114,115.580002,113.699997,113.760002,41795200,111.98198
"2218",114.330002,115.5,114.099998,115.5,41654100,113.694782
"2219",116.699997,119.230003,116.330002,119.080002,59366900,117.21883
"2220",118.080002,118.129997,114.919998,115.279999,66333800,113.47822
"2221",115.400002,116.540001,113.989998,114.550003,69884400,112.759634
"2222",116.93,119.300003,116.059998,119.269997,85551400,117.405856
"2223",118.699997,120.690002,118.269997,120.529999,51227300,118.646164
"2224",120.989998,121.220001,119.449997,119.5,49365300,117.632264
"2225",120.800003,121.360001,119.610001,121.18,32203300,119.286007
"2226",120.790001,123.489998,120.699997,122.57,45519000,120.654281
"2227",123.129997,123.82,121.620003,122,44886100,120.09319
"2228",121.849998,122.690002,120.18,120.919998,39552700,119.539588
"2229",121.110001,121.809998,120.620003,121.059998,33042300,119.677989
"2230",120.959999,121.809998,120.050003,120.57,33871400,119.193585
"2231",116.900002,118.07,116.059998,116.769997,59127900,115.436962
"2232",116.370003,117.419998,115.209999,116.110001,45218000,114.784501
"2233",116.260002,116.82,115.650002,115.720001,32525600,114.398953
"2234",115.199997,115.57,112.269997,112.339996,45812400,111.057534
"2235",111.379997,114.239998,111,114.18,38106700,112.876533
"2236",114.919998,115.050003,113.32,113.690002,27616900,112.392129
"2237",115.760002,117.489998,115.5,117.290001,46674700,115.95103
"2238",117.639999,119.75,116.760002,118.779999,43295800,117.424018
"2239",119.199997,119.919998,118.849998,119.300003,34287100,117.938086
"2240",119.269997,119.730003,117.339996,117.75,32482500,116.405778
"2241",117.330002,119.349998,117.120003,118.879997,42803200,117.522875
"2242",119.209999,119.230003,117.919998,118.029999,21388300,116.68258
"2243",118.290001,118.410004,117.599998,117.809998,13046400,116.465091
"2244",117.989998,119.410004,117.75,118.300003,39180300,116.949502
"2245",118.75,118.809998,116.860001,117.339996,34852400,116.000455
"2246",117.339996,118.110001,116.080002,116.279999,33386600,114.952558
"2247",116.550003,116.790001,114.220001,115.199997,41569500,113.884885
"2248",115.290001,119.25,115.110001,119.029999,57777000,117.671164
"2249",118.980003,119.860001,117.809998,118.279999,32084200,116.929726
"2250",117.519997,118.599998,116.860001,118.230003,34309500,116.880302
"2251",117.639999,117.690002,115.080002,115.620003,46361400,114.300096
"2252",116.040001,116.940002,115.510002,116.169998,29212700,114.843813
"2253",115.190002,115.389999,112.849998,113.18,46886200,111.887949
"2254",112.18,112.68,109.790001,112.480003,64318700,111.195943
"2255",111.940002,112.800003,110.349998,110.489998,52978100,109.228655
"2256",111.07,111.989998,108.800003,111.339996,56238500,110.06895
"2257",112.019997,112.25,108.980003,108.980003,44772800,107.735899
"2258",108.910004,109.519997,105.809998,106.029999,96453300,104.819571
"2259",107.279999,107.370003,105.57,107.330002,47590600,106.104733
"2260",107.400002,107.720001,106.449997,107.230003,32789400,106.005876
"2261",107.269997,108.849998,107.199997,108.610001,32657400,107.37012
"2262",109,109,107.949997,108.029999,13596700,106.796739
"2263",107.589996,107.690002,106.18,106.82,26704200,105.600553
"2264",106.959999,109.43,106.860001,108.739998,30931200,107.498633
"2265",108.580002,108.699997,107.18,107.32,25213800,106.094845
"2266",107.010002,107.029999,104.82,105.260002,40912300,104.058365
"2267",102.610001,105.370003,102,105.349998,67649400,104.147334
"2268",105.75,105.849998,102.410004,102.709999,55791000,101.537472
"2269",100.559998,102.370003,99.870003,100.699997,68457400,99.550416
"2270",98.68,100.129997,96.43,96.449997,81094400,95.348934
"2271",98.550003,99.110001,96.760002,96.959999,70798000,95.853114
"2272",98.970001,99.059998,97.339996,98.529999,49739400,97.40519
"2273",100.550003,100.690002,98.839996,99.959999,49154200,98.818866
"2274",100.32,101.190002,97.300003,97.389999,62439600,96.278205
"2275",97.959999,100.480003,95.739998,99.519997,63170100,98.383886
"2276",96.199997,97.709999,95.360001,97.129997,79833900,96.021171
"2277",98.410004,98.650002,95.5,96.660004,53087700,95.556543
"2278",95.099998,98.190002,93.419998,96.790001,72334400,95.685056
"2279",97.059998,97.879997,94.940002,96.300003,52161500,95.200652
"2280",98.629997,101.459999,98.370003,101.419998,65800500,100.262198
"2281",101.519997,101.529999,99.209999,99.440002,51794500,98.304805
"2282",99.93,100.879997,98.07,99.989998,75077000,98.848522
"2283",96.040001,96.629997,93.339996,93.419998,133369700,92.353525
"2284",93.790001,94.519997,92.389999,94.089996,55678800,93.015874
"2285",94.790001,97.339996,94.349998,97.339996,64416500,96.228773
"2286",96.470001,96.709999,95.400002,96.43,40943500,95.329165
"2287",95.419998,96.040001,94.279999,94.480003,37357200,93.401429
"2288",95,96.839996,94.080002,96.349998,45964300,95.250077
"2289",95.860001,97.330002,95.190002,96.599998,46471700,96.015414
"2290",96.519997,96.919998,93.690002,94.019997,46418100,93.451025
"2291",93.129997,95.699997,93.040001,95.010002,54021400,94.43504
"2292",94.290001,95.940002,93.93,94.989998,44331200,94.415156
"2293",95.919998,96.349998,94.099998,94.269997,42343600,93.699512
"2294",93.790001,94.720001,92.589996,93.699997,50074700,93.132962
"2295",94.190002,94.5,93.010002,93.989998,40351400,93.421208
"2296",95.019997,96.849998,94.610001,96.639999,49057900,96.055173
"2297",96.669998,98.209999,96.150002,98.120003,44863200,97.52622
"2298",98.839996,98.889999,96.089996,96.260002,39021000,95.677475
"2299",96,96.760002,95.800003,96.040001,35374200,95.458805
"2300",96.309998,96.900002,95.919998,96.879997,34280800,96.293718
"2301",96.400002,96.5,94.550003,94.690002,31942600,94.116976
"2302",93.980003,96.379997,93.32,96.099998,36255700,95.51844
"2303",96.050003,96.760002,95.25,96.760002,27582700,96.174449
"2304",97.199997,98.019997,96.580002,96.910004,28991100,96.323543
"2305",96.860001,98.230003,96.650002,96.690002,35216300,96.104873
"2306",97.650002,100.769997,97.419998,100.529999,50407100,99.921631
"2307",100.510002,100.889999,99.639999,100.75,33169600,100.140301
"2308",100.580002,101.709999,100.449997,101.5,36955700,100.885763
"2309",102.370003,103.75,101.370003,103.010002,46055100,102.386627
"2310",102.389999,102.830002,100.959999,101.870003,35828900,101.253526
"2311",100.779999,101.760002,100.400002,101.029999,31561900,100.418606
"2312",101.309998,101.580002,100.269997,101.120003,27201700,100.508065
"2313",101.410004,102.239998,100.150002,101.169998,33513600,100.557758
"2314",102.239998,102.279999,101.5,102.260002,27408200,101.641166
"2315",101.910004,102.910004,101.779999,102.519997,25076100,101.899587
"2316",103.959999,105.18,103.849998,104.580002,40067700,103.947125
"2317",104.610001,106.309998,104.589996,105.970001,38303500,105.328713
"2318",105.519997,106.470001,104.959999,105.800003,34420700,105.159744
"2319",106.339996,106.5,105.190002,105.919998,44205200,105.279013
"2320",105.93,107.650002,105.139999,105.910004,35502700,105.269079
"2321",105.25,107.290001,105.209999,106.720001,32444400,106.074174
"2322",106.480003,107.07,105.900002,106.129997,25703500,105.487741
"2323",105.470001,106.25,104.889999,105.669998,26133000,105.030526
"2324",106,106.190002,105.059998,105.190002,19411400,104.553435
"2325",104.889999,107.790001,104.879997,107.68,31190100,107.028364
"2326",108.650002,110.419998,108.599998,109.559998,45601100,108.896984
"2327",109.720001,109.900002,108.879997,108.989998,25888400,108.330434
"2328",108.779999,110,108.199997,109.989998,25874000,109.324382
"2329",110.419998,112.190002,110.269997,111.120003,37356200,110.447549
"2330",109.510002,110.730003,109.419998,109.809998,26578700,109.145471
"2331",110.230003,110.980003,109.199997,110.959999,26404100,110.288514
"2332",109.949997,110.419998,108.120003,108.540001,31801900,107.88316
"2333",108.910004,109.769997,108.169998,108.660004,23581700,108.002437
"2334",108.970001,110.610001,108.830002,109.019997,29407500,108.360251
"2335",109.339996,110.5,108.660004,110.440002,27232300,109.771664
"2336",110.800003,112.339996,110.800003,112.040001,33257300,111.36198
"2337",111.620003,112.389999,111.330002,112.099998,25473900,111.421614
"2338",112.110001,112.300003,109.730003,109.849998,46939000,109.18523
"2339",108.889999,108.949997,106.940002,107.480003,60821500,106.829577
"2340",107.879997,108,106.230003,106.910004,32384900,106.263027
"2341",106.639999,108.089996,106.059998,107.129997,30611000,106.481689
"2342",106.93,106.93,105.519997,105.970001,31552500,105.328713
"2343",105.010002,106.480003,104.620003,105.68,33683100,105.040467
"2344",105,105.650002,104.510002,105.080002,28031600,104.4441
"2345",103.910004,105.300003,103.910004,104.349998,56016200,103.718514
"2346",96,98.709999,95.68,97.82,114602100,97.228032
"2347",97.610001,97.879997,94.25,94.830002,82242700,94.256129
"2348",93.989998,94.720001,92.510002,93.739998,68531500,93.172721
"2349",93.970001,94.080002,92.400002,93.639999,48160100,93.073328
"2350",94.199997,95.739998,93.68,95.18,56831300,94.604009
"2351",95.199997,95.900002,93.82,94.190002,41025500,93.620002
"2352",94,94.07,92.68,93.239998,35890500,93.239998
"2353",93.370003,93.449997,91.849998,92.720001,43458200,92.720001
"2354",93,93.769997,92.589996,92.790001,32855300,92.790001
"2355",93.330002,93.57,92.110001,93.419998,33592500,93.419998
"2356",93.480003,93.57,92.459999,92.510002,28539900,92.510002
"2357",92.720001,92.779999,89.470001,90.339996,76109800,90.339996
"2358",90,91.669998,90,90.519997,44188200,90.519997
"2359",92.389999,94.389999,91.650002,93.879997,61140600,93.879997
"2360",94.550003,94.699997,93.010002,93.489998,46507400,93.489998
"2361",94.160004,95.209999,93.889999,94.559998,41923100,94.559998
"2362",94.639999,94.639999,93.57,94.199997,30342700,94.199997
"2363",94.639999,95.43,94.519997,95.220001,31804600,95.220001
"2364",95.870003,97.190002,95.669998,96.43,37860500,96.43
"2365",97.220001,98.089996,96.839996,97.900002,35036800,97.900002
"2366",98.669998,99.739998,98.110001,99.620003,38168800,99.620003
"2367",99.68,100.730003,98.639999,100.410004,56093400,100.410004
"2368",99.440002,100.470001,99.25,100.349998,36229500,100.349998
"2369",99.599998,100.400002,98.82,99.860001,42084800,99.860001
"2370",99.019997,99.540001,98.330002,98.459999,29113400,98.459999
"2371",97.599998,97.839996,96.629997,97.720001,40004100,97.720001
"2372",97.790001,98.269997,97.449997,97.919998,28062900,97.919998
"2373",97.989998,101.889999,97.550003,98.629997,23242200,98.629997
"2374",99.25,99.870003,98.959999,99.029999,22366400,99.029999
"2375",99.019997,99.559998,98.68,98.940002,20812700,98.940002
"2376",98.5,99.989998,98.459999,99.650002,26419600,99.650002
"2377",98.529999,99.349998,98.480003,98.830002,31462100,98.830002
"2378",98.690002,99.120003,97.099998,97.339996,37612900,97.339996
"2379",97.32,98.480003,96.75,97.459999,31870300,97.459999
"2380",97.82,98.410004,97.029999,97.139999,29254300,97.139999
"2381",96.449997,97.75,96.07,97.550003,31236300,97.550003
"2382",96.620003,96.650002,95.300003,95.330002,60595000,95.330002
"2383",96,96.57,95.029999,95.099998,33942300,95.099998
"2384",94.940002,96.349998,94.68,95.910004,35229500,95.910004
"2385",96.25,96.889999,95.349998,95.550003,28971100,95.550003
"2386",95.940002,96.290001,95.25,96.099998,31863500,96.099998
"2387",92.910004,94.660004,92.650002,93.400002,72894000,93.400002
"2388",93,93.050003,91.5,92.040001,45489600,92.040001
"2389",92.900002,93.660004,92.139999,93.589996,39311500,93.589996
"2390",93.970001,94.550003,93.629997,94.400002,36427800,94.400002
"2391",94.440002,95.769997,94.300003,95.599998,35119400,95.599998
